,title,link,date,section,text
1095,Dutch Men Hold Hands in Solidarity With Attacked Gay Couple,https://www.nytimes.com/2017/04/06/world/europe/dutch-men-hold-hands.html?searchResultPosition=41,2017/04/06,EUROPE,"From Amsterdam to New York, London to Havana, Dutch men across the world held hands this week to show solidarity with a gay couple who say they were brutally beaten in Arnhem, the Netherlands. The outpouring of support came after the married couple, Jasper Vernes-Sewratan and Ronnie Sewratan-Vernes, said they were attacked by a gang of youths while holding hands on their way home from a party early Sunday. According to a statement the Arnhem police posted on Facebook, the two said they had been attacked by men wielding bolt cutters; one had some of his teeth smashed out. Prosecutors said five teenage suspects would be charged on Thursday with serious bodily harm. The authorities are still investigating the motivation for the attack, which the victims have characterized as a hate crime. The beating caused particular outrage in the Netherlands, which has long prided itself on its tolerance. Amsterdam, the capital, has been a haven for sexual minorities for centuries, and it has marketed itself as the “gay capital of Europe.” Homosexuality was removed from the Dutch criminal code in 1811, and the Netherlands was the first country in the world to legalize gay marriage, with the first ceremonies in 2001. "
1096,California Today: A Strike Looms in Hollywood,https://www.nytimes.com/2017/04/06/us/california-today-a-strike-looms-in-hollywood.html?searchResultPosition=40,2017/04/06,U.S.,"Good morning. (Want to get California Today by email? Here’s the sign-up.) Let’s turn it over to Brooks Barnes, our Hollywood reporter based in Los Angeles, for today’s introduction. LOS ANGELES — For the first time in a decade, Hollywood is facing the threat of a major strike. Writers, who power almost everything the movie and television factories make, want better pay and the shoring up of a faltering health care plan. Studios, while open to some raises, have so far proposed health care changes that many writers consider rollbacks. Should a walkout happen — with its contract expiring on May 1, the Writers Guild of America last week asked members to give it the authority to call a strike — Howard A. Rodman will be among those leading the charge. While not prone to public grandstanding, Mr. Rodman, president of the Writers Guild, West, is a behind-the-scenes firebrand. He was elected in 2015 after vowing to get tough with studios. Labor conflict is in his blood; his father, also a writer, was a combative guild figure. Speaking by phone, Mr. Rodman insisted that writers, despite a Netflix-fueled boom in television, were being left behind by the industry. TV seasons are shorter. Networks are showing fewer reruns, limiting residuals. Studios are also making fewer movies and cutting back on paying to polish scripts. "
1097,Germany’s First Lady Problem,https://www.nytimes.com/2017/04/06/opinion/germanys-first-lady-problem.html?searchResultPosition=39,2017/04/06,OPINION,"BERLIN — In a way, Elke Büdenbender is the exact opposite of Melania Trump. Being married to Frank-Walter Steinmeier, the new German head of state, she has given up her job as a judge at the Berlin Administrative Court to fully devote her time to the job of first lady. Mrs. Trump, on the contrary, refuses to be first lady, in order to, well, to continue to do pretty much nothing. Still, however different the two women may be, Germany is having the same discussion as the United States: Are we still in for a first lady in the 21st century? Is a first housewife still an appropriate representative of the nation we are? And does she represent the nation we’d like to be? As for the nation we’d like to be, the German answer is quite simple: No, she does not. Most Germans like to think of women’s equality as a mission accomplished and would probably agree that the role model that lives on at the Schloss Bellevue, the president’s residence, has outlived its time. Germany has never had a female president, which may be why it has never modernized the roles of its first couple. At the Schloss Bellevue, the 1950s have survived, turning it into a museum of social history, a “Mad Men” caricature of the domestic, patriarchal past, just plusher and less cool, exuding the stale smell of a Sunday roast gone cold waiting for Daddy to return to the familial home. The German first lady, not unlike her American counterpart, is the woman “at his side,” as many media outlets like to put it. She is active, but in a way that postwar Germany would have approved of, too. Traditionally, she’s the patron of the Müttergenesungswerk, a charitable organization founded by Elly Heuss-Knapp, Germany’s first first lady, which is dedicated to the health of mothers. Horst Köhler, the president from 2004 to 2010, and his wife, Eva Luise, for example, started a foundation for rare diseases. The first lady is in charge of organizing the president’s New Year’s reception and other tasks that comply with traditional female role requirements such as caretaking, tending and accommodating. All of this is based on mere convention. The first lady has no constitutional role. The fact that she is acting as a state official equipped with an office, assistant and staffer could actually raise some difficult legal questions, as Sophie Schönberger, a professor of constitutional law at the University of Konstanz, recently noted in the Süddeutsche Zeitung, picking up on the question raised in the United States over whether Mrs. Trump should be paid. Or, as Norbert Lammert, president of the German Parliament, put it during Mr. Steinmeier’s inauguration, addressing Ms. Büdenbender: “Yours is an office which, according to our Constitution, doesn’t exist.” It’s as though he was trying to squeeze women’s history into one sentence: Women have always managed without holding an office, acted without recognition, worked without pay, existed outside the written. "
1098,Special Ops With a Studious Bent Fight Destruction of Brazil’s Amazon,https://www.nytimes.com/2017/04/06/world/americas/special-ops-with-a-studious-bent-fight-destruction-of-brazils-amazon.html?searchResultPosition=38,2017/04/06,AMERICAS,"ALTO TURIAÇU INDIAN TERRITORY, Brazil — Deep in the Amazon jungle, a squad of nerds is on the loose. One of its members spent more than a decade as an environmental activist for a tree-hugging nonprofit. Another studied Arctic oceanography in Germany. Their commander is a former high school science teacher. But together they have forged one of Latin America’s most feared elite fighting units, on the front lines of Brazil’s struggle to curb the destruction of the Amazon. The team’s commander, Roberto Cabral, laughed when I asked him recently how his assemblage of Special Ops nerds came together. “In the universe of illegal activities in Amazonia, there’s deforestation, gold prospecting, bush meat hunting, clandestine logging and animal smuggling,” said Mr. Cabral, 48, who was shot in the shoulder in 2015 while pursuing gunmen who were razing tracts of forest. “We wanted to combat these dealings with brains as well as boots on the ground.” "
1099,Devin Nunes to Step Aside From House Investigation on Russia,https://www.nytimes.com/2017/04/06/us/politics/devin-nunes-house-intelligence-committee-russia.html?searchResultPosition=37,2017/04/06,POLITICS,"WASHINGTON — The continuing fallout from President Trump’s unsubstantiated wiretapping allegation cost him another ally on Thursday, as the embattled Republican chairman of the House Intelligence Committee announced he would step aside from his panel’s investigation into Russia’s efforts to disrupt last year’s election. The announcement from the committee’s chairman, Representative Devin Nunes of California, came shortly before the House Committee on Ethics said he was under investigation because of public reports that he “may have made unauthorized disclosures of classified information.” Mr. Nunes’s recusal from the Russia inquiry was a blow to Mr. Trump, who in less than three months in office has seen the imbroglio over Russia’s disruption campaign exact political damage on some of his closest advisers and most vigorous supporters. The furor over the contacts that some of the president’s aides had with Russian officials has already led to the firing of Michael T. Flynn, Mr. Trump’s national security adviser, and the recusal of Attorney General Jeff Sessions from overseeing the F.B.I.’s inquiry into the Russian efforts. Now it has led to the recusal of Mr. Nunes from the House Intelligence Committee’s Russia investigation, and Mr. Trump faces the potential revival of that inquiry. The investigation had descended into a partisan sideshow in the two weeks since Mr. Nunes told reporters that Trump associates had been swept up in surveillance of foreign officials by American spy agencies during the transition, citing intelligence reports that were classified. He then rushed to the White House to brief Mr. Trump, prompting Democrats to argue that Mr. Nunes had proved himself far too close to the president to run an independent investigation. The criticism intensified last week when The New York Times revealed that the classified information about incidental surveillance cited by Mr. Nunes came from White House officials. White House officials had been seeking evidence to bolster a claim that Mr. Trump made March 4 on Twitter that the Obama administration had wiretapped Trump Tower during the presidential campaign. Numerous current and former American officials — including James B. Comey, the F.B.I. director — have debunked the claim. "
1100,Trump’s Shift on Russia Brings Geopolitical Whiplash,https://www.nytimes.com/2017/04/11/world/europe/russia-putin-trump.html?searchResultPosition=97,2017/04/11,EUROPE,"WASHINGTON — A week ago, President Trump was accused of being a tool for the Russians, an unwitting agent of influence, so full of admiration that he defended President Vladimir V. Putin against critics who called him a killer. Now, Mr. Trump is in a diplomatic clash with Mr. Putin’s Russia, his administration accusing Moscow of trying to cover up a Syrian chemical weapons attack on civilians and his secretary of state delivering us-or-them ultimatums. Even in a presidency marked by unpredictability, the head-spinning shift from coziness to confrontation has left Washington and other capitals with a case of geopolitical whiplash. The prospects of improving Russian-American relations were already slim given the atmosphere of suspicion stemming from Kremlin meddling in last year’s election, but the détente once envisioned by Mr. Trump has instead deteriorated into the latest cold war. For Mr. Trump’s camp, the abrupt turnaround simply proved how false the conspiracy narrative was from the start. “If there was anything that Syria did, it was to validate the fact that there is no Russia tie,” said Eric Trump, the president’s son. For some critics, it seemed to be a cynical way of distracting attention from the multiple investigations into possible contacts between associates of Mr. Trump and Russia even as Moscow was trying to help Mr. Trump win the presidency. Either way, it suggested that the relationship between the two powers could be volatile in the months to come, subject to the impulsive reactions of a president with no prior experience in foreign policy, the often strident responses of a Russian leader given to his own moments of pique and the clashing national interests of both countries in key areas around the world. "
1101,Executive Who Steered Uber Through Scandals Joins Exodus,https://www.nytimes.com/2017/04/11/technology/ubers-head-of-policy-and-communications-joins-executive-exodus.html?searchResultPosition=98,2017/04/11,TECHNOLOGY,"SAN FRANCISCO — Uber has lost a string of top managers in recent months as the ride-hailing company has dealt with scandals over its workplace culture and its executives’ behavior. That exodus is continuing with the exit of Rachel Whetstone, the company’s head of policy and communications. In an internal email to employees on Tuesday, Uber’s chief executive, Travis Kalanick, said Ms. Whetstone was leaving amicably and of her own volition. “Since joining in 2015, Rachel has blown us all away with her ability to get stuff done,” Mr. Kalanick wrote. In a statement, Ms. Whetstone said, “I joined Uber because I love the product — and that love is as strong today as it was when I booked my very first ride six years ago.” But internally, Mr. Kalanick and Ms. Whetstone had a complicated relationship, according to three current and former employees who requested anonymity because they were not authorized to discuss personnel matters. Mr. Kalanick and Ms. Whetstone are intense personalities and occasionally clashed over how to handle external communications, especially in times of crisis, these people said. Over the past few months, Ms. Whetstone has steered Uber through several firestorms. A grass-roots campaign urged people to delete the Uber app after the company was erroneously perceived to have capitalized on President Trump’s executive order to bar immigrants from several Muslim-majority countries. In addition, a former employee, in a public blog post, detailed a history of harassment at the hands of an Uber manager, prompting an internal investigation and questions over the company’s culture. Apart from Ms. Whetstone, other Uber executives have recently quit. Last month, Jeff Jones, a former Target executive, left Uber because of what he characterized as disagreements with leadership. Brian McClendon, a top engineering executive working on Uber’s mapping initiatives, also departed the company to return to his home state, Kansas, where he plans to explore politics. Ed Baker, from Uber’s growth and product team, exited in February, and Amit Singhal, a top engineering executive said to have failed to disclose a sexual harassment complaint against him at his former workplace, was asked to resign late that month. Ms. Whetstone, who led communications at Google for a decade before joining Uber in 2015, has not detailed her next move. In an email to colleagues, she said she was looking forward to time off with her family. Recode, a technology news site, earlier reported Ms. Whetstone’s departure. Jill Hazelbaker, a former political operative for Senator John McCain and a longtime colleague of Ms. Whetstone’s at Google and Uber, will step into Ms. Whetstone’s global public policy and communications role. Ms. Hazelbaker joined Uber in 2015 from Snapchat. “I am incredibly proud of the team that we’ve built — and that just as when I left Google, a strong and brilliant woman will be taking my place,” Ms. Whetstone said in a statement. "
1102,"Ron Estes, a Republican, Survives Tight House Race to Win Kansas Seat",https://www.nytimes.com/2017/04/11/us/politics/kansas-special-election.html?searchResultPosition=96,2017/04/11,POLITICS,"WICHITA, Kan. — Ron Estes, the Republican candidate for an empty House seat in Kansas, survived a surprisingly competitive race in a heavily conservative district on Tuesday. He defeated James Thompson, the Democratic candidate, in the first national test of the Republican Party’s electoral strength, in a contest that saw a late infusion of national support from Republicans nervous about the tumultuous political environment during President Trump’s initial months in office. Mr. Estes, 60, the state treasurer, overcame the challenge by Mr. Thompson, a Wichita civil rights lawyer, and won by a count of 53 percent of the vote to 46 percent, according to unofficial results, to fill the seat in the district that was vacated by Mike Pompeo, now the C.I.A. director. In a race more than a year before the midterm elections, Mr. Estes was initially expected to cruise to victory in a district that his party has held for more than two decades and that Mr. Trump won by 27 points. But after internal Republican polling last week revealed Mr. Estes’s lead was in only the single digits, the national party scrambled to rescue his campaign — and effectively conceded that even seats in the reddest corners of the United States are not safe at a time when Democrats are so energized against Mr. Trump. In his victory speech late Tuesday, Mr. Estes took aim at those who thought he might lose. “The pundits were talking about — this wasn’t a seat we were going to win,” Mr. Estes said before several hundred people in a hotel ballroom, “that we were going to lose a Republican seat, that it was a special election, that it was a chance for the Democrats, they were motivated, there was a lot of angst against the president. But we really showed the pundits tonight, didn’t we?” “We’re going to continue that process that started in November and make the changes in Washington,” he added. Mr. Estes said he hoped his victory would set the tone for the other special elections to replace members of Congress who took jobs with the Trump administration. But many officials in his party, who were up anxiously watching the returns late into the night on Tuesday, hope to avoid any more surprisingly stress-inducing races. "
1103,Trump Faces the Limits of American Power,https://www.nytimes.com/2017/04/11/world/middleeast/trump-syria-nigeria.html?searchResultPosition=100,2017/04/11,MIDDLE EAST,"WASHINGTON — President Trump, inspired by TV images of faraway suffering to launch missile strikes against Syria, may be about to discover a lesson that has confounded presidents for 25 years: American power can only do so much. That truth is also embedded in another set of disturbing images that Mr. Trump has not cited publicly: those from Nigeria’s conflict-torn northeast, where a very different crisis is drawing different American action toward different ends. Those two conflicts, in both their contrasts and commonalities, reveal something of the role that Mr. Trump has taken on and its limitation. Both are humanitarian disasters whose ground-level stories horrify and enrage. And they are both crises of a sort that the United States, since emerging from the Cold War as the world’s policeman, has repeatedly tried but often failed to resolve. The range of American intervention efforts, as well as their often modest success, can be seen in those two crises that Mr. Trump inherited: Syria, whose civil war has become a global issue, and Nigeria, where fighting with Boko Haram rebels has killed tens of thousands and displaced an estimated three million people. The two wars could hardly be more different, as are the American responses. Yet they may still share the fundamental dynamics that make conflict-driven crises so resistant to outside resolution. "
1104,"Syria, United Airlines, North Korea: Your Morning Briefing",https://www.nytimes.com/2017/04/11/briefing/syria-united-airlines-north-korea.html?searchResultPosition=110,2017/04/11,BRIEFING,"Good morning. Here’s what you need to know: • The United States and Russia hardened their division on last week’s chemical attack in Syria. The White House accused Russia of engaging in a cover-up, while President Vladimir Putin compared American certainty that the Syrian government was responsible to flawed U.S. claims that Iraq had weapons of mass destruction. U.S. secretary of state, Rex Tillerson, is facing an icy day of talks in Moscow, after warning the Kremlin to drop its support of Syria’s leader, Bashar al-Assad. “The Daily” podcast explores how Mr. Assad went from mild-mannered ophthalmology student to brutal ruler. Sean Spicer, the White House press secretary, walked into criticism by comparing Mr. Assad to Hitler and saying incorrectly that even Hitler had not used chemical weapons against his own people. _____ "
1105,U.S. Plans Sale of Warplanes to Nigeria for Fighting Boko Haram,https://www.nytimes.com/2017/04/11/world/africa/us-warplanes-nigeria-boko-haram.html?searchResultPosition=99,2017/04/11,AFRICA,"WASHINGTON — The Trump administration is poised to sell up to 12 light attack aircraft to Nigeria to support the country’s fight against the Boko Haram militant group, despite criticism from human rights organizations that the West African country has not done enough to stop the abuses and corruption that flourish in the military. The pending move is the third time in three years that the United States has moved toward selling the Super Tucano attack planes, a transaction that would require congressional approval. The Obama administration stopped one proposed sale on Jan. 17 just as it was about to be sent to Congress for approval, after a Nigerian fighter jet searching for Boko Haram members accidentally bombed a camp for displaced people, killing dozens of people and wounding more. But in a telephone conversation with President Muhammadu Buhari of Nigeria on Feb. 15, President Trump indicated that he would take another look at the proposed sale, administration officials said. “President Trump expressed support for the sale of aircraft from the United States to support Nigeria’s fight against Boko Haram,” the White House said in a statement after the call. Several officials from the State Department, the Pentagon and the White House said that the sale of the attack airplanes, valued at $600 million, would help the Nigerian Air Force battle the militant extremist group Boko Haram. The Super Tucano, a propeller-driven plane that is capable of reconnaissance and surveillance missions as well as attacks, is produced in part in Florida by Embraer of Brazil and the Sierra Nevada Corporation, a company in the United States. The potential for sales of American-made aircraft also played a part in Mr. Trump’s decision to move on the deal, one administration official said on Tuesday. "
1106,"Trump’s Directive Will Lift Hiring Freeze, as It Asks Agencies for Cuts",https://www.nytimes.com/2017/04/11/us/politics/trumps-directive-will-lift-hiring-freeze-as-it-asks-agencies-for-cuts.html?searchResultPosition=95,2017/04/11,POLITICS,"WASHINGTON — The Trump administration on Wednesday will lift the hiring freeze that it had imposed on the federal work force, even as it directs agencies to submit plans for personnel cuts and other restructuring moves to fit the budget blueprint released by President Trump last month. The new guidance, to be issued by the Office of Management and Budget, is the next step in fulfilling Mr. Trump’s ambition to reshape the federal bureaucracy into a lean, businesslike operation. It comes as many federal workers across Washington have feared that their jobs will be eliminated by the spending cuts that Mr. Trump has demanded. “This is a big part of draining the swamp,” Mick Mulvaney, the White House budget director, said at a briefing on Tuesday afternoon. “This is a centerpiece to his campaign.” In January, Mr. Trump ordered an across-the-board employment freeze for the federal government, halting hiring for all new and existing positions except those in national security, public safety and the military. The administration is now making clear that it is not giving a green light for agencies to start hiring; instead, the White House is seeking long-term plans from each agency to, in most cases, prepare for cuts. The 2018 budget outline that Mr. Trump released last month called for a 10 percent increase in military spending to be paid for with deep cuts to the budgets of the State Department, the Environmental Protection Agency, Health and Human Services and other domestic programs. The guidance that will be issued on Wednesday asks agencies to begin taking immediate steps to achieve the reductions to their work forces. Agencies will also be required to develop plans by June 30 to “maximize employee performance.” By mid-September, they must come back to the administration with longer-term plans. "
1107,"Trump’s Trademark Continues Its March Across the Globe, Raising Eyebrows",https://www.nytimes.com/2017/04/11/us/politics/trump-trademark-ethics.html?searchResultPosition=101,2017/04/11,POLITICS,"WASHINGTON — For most of last year, Donald J. Trump’s application to register trademarks for his brand of home accessories languished in a government office in Lima, Peru. But since Mr. Trump was elected in November, the pace has picked up. A six-month-old request to register his brand of sheets, duvets, towels and other goods, now selling briskly at a home goods store in Lima, overcame a crucial hurdle in late December. So did a second application to protect Mr. Trump’s brand of flatware that was filed after the election. Peruvian officials say they are treating Mr. Trump’s trademark applications like anyone else’s and are acting on them now simply because his business representatives have answered outstanding questions. They insist that Peru’s president, who met Mr. Trump in the Oval Office in late February, has no influence over their decisions. But to a team of constitutional lawyers and ethics lawyers, the pending Peruvian petitions are emblematic of the legal and moral perils in Mr. Trump’s continued ownership of his business empire. In a federal lawsuit that has set up a high-stakes legal battle with the Trump administration, they argue that the Constitution prohibits the president from accepting any economic benefit, including trademark approvals, from foreign governments. A review of 10 trademark databases shows that Mr. Trump’s enterprise, now run by his two adult sons, has 157 trademark applications pending in 36 countries. Registered trademarks are valuable financial assets, especially for a business like Mr. Trump’s, which is increasingly focused on marketing his name, not building hotels. When the Chinese granted Mr. Trump preliminary approval of 38 trademarks of his name, not long after he was sworn into office, “it was a gift,” said Peter J. Riebling, a trademark lawyer in Washington. “Getting the exclusive right to use that brand in China against everyone else in the world? It’s like waving a magic wand.” "
1108,Congressman Who Shouted ‘You Lie’ at Obama Hears the Same From Constituents,https://www.nytimes.com/2017/04/11/us/politics/joe-wilson-you-lie-obama-town-hall.html?searchResultPosition=109,2017/04/11,POLITICS,"Representative Joe Wilson, the South Carolina Republican who gained a measure of infamy after shouting “you lie” at President Barack Obama during a joint session of Congress in 2009, had that memorable catchphrase hurled back at him by a group of his constituents at a town hall event on Monday. The audience at the event, held at Aiken Technical College in Graniteville, S.C., near the state’s western border, was antagonistic from the start, booing audibly as he stepped to the lectern. But the conflict between Mr. Wilson and the crowd came to a head toward the end of the 40-minute question-and-answer period, when he responded to a question about Mr. Obama’s health care law. After he said the law was delaying and denying health services to its intended recipients, the rest of his comments were drowned out, as the crowd began to chant “you lie” in unison. The cheer continued for about 20 seconds. A video of the event was posted on Facebook Live. Leacy Burke, a spokeswoman for Mr. Wilson, 69, said in an email on Tuesday that the chant stood as “less than a minute of a positive event that lasted nearly two hours where the congressman engaged with his constituents both in a town hall format and one on one after the official program ended.” But the chant was just one of many difficult stretches in what overall looked to be a tough evening for Mr. Wilson, appearing in a county that President Trump won handily in November. "
1109,Bill de Blasio Meets Voters on Hostile Turf. Sparks Don’t Fly.,https://www.nytimes.com/2017/04/11/nyregion/bill-de-blasio-staten-island.html?searchResultPosition=103,2017/04/11,NEW YORK,"For nearly two hours on Tuesday, Mayor Bill de Blasio parked himself at the far end of a large gathering room in Staten Island Borough Hall, shaking hands and hearing from Staten Islanders of all stripes. High school students with a solar-powered car. Two older women with concerns about parking. A man seeking city contracts for his business cleaning up abandoned homes. For Mr. de Blasio, the interactions were a chance to engage in the sort of one-on-one retail politics that he often shies away from, instead preferring to communicate with constituents at more of a distance, through large-scale town-hall meetings or weekly call-in radio appearances. He pulled in commissioners to join the conversations and stood flanked by half a dozen aides and security officers, sometimes more, nodding along with each anecdote. The gambit seemed to pay off for Mr. de Blasio, a Democrat who will be seeking re-election in November and is broadly disliked on Staten Island: There appeared to be no encounters with virulent opponents or testy exchanges with residents, even though the borough largely rejected his candidacy in 2013 and voted heavily for President Trump, a Republican. “I think it was really good; he’s a nice guy,” said Angelo Cardinale, a 17-year-old high school senior and driver of the solar-powered car that he and his club of tech-savvy teenagers parked in front of Borough Hall. The conversations — 26 in all, the mayor’s office said — came on Day 2 of what is to be a week of events on Staten Island. Mr. de Blasio and much of his staff moved their base of operations to the borough on Monday, and he plans to have similar weeklong stays in New York’s other boroughs before the end of the year. "
1110,"Corrections: April 12, 2017",https://www.nytimes.com/2017/04/11/pageoneplus/corrections-april-12-2017.html?searchResultPosition=104,2017/04/11,CORRECTIONS,"INTERNATIONAL An article last Wednesday about Matthew Pottinger, who has been advising the Trump Administration on relations with China, referred incorrectly to China’s currency policy. In recent years the country has been intervening to slow the decline of its currency’s value, not allowing the currency to rise. • An article on Tuesday about commercial aircraft sales to Iran misstated the middle initial of the Florida senator who co-wrote a letter to President Trump urging him to suspend licenses for those sales. He is Marco A. Rubio, not Marco J. NEW YORK An article on Monday about Mayor Bill de Blasio’s moving his office to Staten Island for the week misspelled the surname of a former Staten Island borough president. He is Guy V. Molinari, not Molanari. • An article on Tuesday about legislation that changes the way in which New York State deals with 16- and 17-year-old defendants, diverting the majority of those cases to Family Court, referred incorrectly to the death of Kalief Browder, a minor who was held with adult prisoners. He died at his home, in the Bronx — not at the jail complex on Rikers Island. EDITORIAL An Op-Ed article on April 8 about the future of craft beer incorrectly referred to the ownership of Molson Coors. It is a multinational company traded on stock exchanges in New York and Toronto, and its headquarters are in Denver; it is not a foreign conglomerate. OBITUARIES An obituary on Sunday about the actress and dancer Chelsea Brown misspelled the given name of one of her fellow performers on the television show “Rowan & Martin’s Laugh-In.” She is Jo Anne Worley, not Jo Ann. The obituary also included a quotation from George Schlatter, the executive producer of “Laugh-In,” that misidentified the cast member who played chess with Ms. Brown in a sketch on the show. It was Ms. Worley, not Arte Johnson. The Times welcomes comments and suggestions, or complaints about errors that warrant correction. Messages on news coverage can be e-mailed to nytnews@nytimes.com or left toll-free at 1-844-NYT-NEWS (1-844-698-6397). Comments on editorials may be e-mailed to letters@nytimes.com. Readers dissatisfied with a response or concerned about the paper’s journalistic integrity may reach the public editor at public@nytimes.com or (212) 556-8044. For newspaper delivery questions: 1-800-NYTIMES (1-800-698-4637) or e-mail customercare@nytimes.com. "
1111,"United Airlines, Sean Spicer: Your Tuesday Evening Briefing",https://www.nytimes.com/2017/04/11/briefing/united-airlines-sean-spicer.html?searchResultPosition=105,2017/04/11,BRIEFING,"(Want to get this briefing by email? Here’s the sign-up.) Good evening. Here’s the latest. 1. The White House accused Russia of trying to cover up the Syrian government’s role in last week’s chemical attack. Officials released a declassified report that details the American intelligence on the attack, asserting that the Syrian government was responsible and accusing Russia of using disinformation to obscure the facts. Secretary of State Rex W. Tillerson struck a harsh tone at a Group of 7 meeting in Italy, saying that President Bashar al-Assad’s reign was “coming to an end.” Now he’s in Moscow, above, for what will be a closely watched meeting with Foreign Minister Sergey V. Lavrov. The White House spokesman, Sean Spicer, caused outrage when he contrasted Mr. Assad with Hitler and said incorrectly that Hitler didn’t use chemical weapons. Our podcast “The Daily” explores how Mr. Assad went from mild-mannered ophthalmology student to brutal ruler. "
1112,"‘Locking Up Our Own,’ What Led to Mass Incarceration of Black Men",https://www.nytimes.com/2017/04/11/books/review-locking-up-our-own-james-forman-jr.html?searchResultPosition=106,2017/04/11,BOOKS,"LOCKING UP OUR OWN
Crime and Punishment in Black America
By James Forman Jr.
Illustrated. 306 pages. Farrar, Straus and Giroux. $27. James Forman Jr. divides his superb and shattering first book, “Locking Up Our Own: Crime and Punishment in Black America,” into two parts: “Origins” and “Consequences.” But the temptation is to scribble in, before “Consequences,” a modifier: “Unforeseen.” That is truly what this book is about, and what makes it tragic to the bone: How people, acting with the finest of intentions and the largest of hearts, could create a problem even more grievous than the one they were trying to solve. Forman opens with a story from 1995, when, as a public defender in Washington, he unsuccessfully tried to keep a 15-year-old out of a juvenile detention center with a grim reputation. Looking around the courtroom, he realized that everyone associated with the case was African-American: the judge, the prosecutor, the bailiff. The arresting officer was black, as was the city’s police chief, its mayor and the majority of the city council that had written the stringent gun and drug laws his client had violated. “What was going on?” Forman asks. “How did a majority-black jurisdiction end up incarcerating so many of its own?” This is the exceptionally delicate question that he tries to answer, with exemplary nuance, over the course of his book. His approach is compassionate. Seldom does he reprimand the actors in this story for the choices they made. "
1113,"Border Officers Nearly Double Searches of Electronic Devices, U.S. Says",https://www.nytimes.com/2017/04/11/us/border-customs-officers-electronic-devises-search.html?searchResultPosition=107,2017/04/11,U.S.,"WASHINGTON — Customs officers at the border and at airports almost doubled their searches of electronic devices of people entering the United States in the last six months, according to data released Tuesday by Customs and Border Protection. Despite the surge in searches — nearly 15,000 from October to March, compared with 8,383 in the same period in 2015 and ’16 — agency officials said the latest numbers represent less than one percent of the 189.6 million travelers that arrived in the United States in that period. “These searches, which affect fewer than one-hundredth of one percent of international travelers, have contributed to national security investigations, arrests for child pornography and evidence of human trafficking,” said John P. Wagner, a deputy assistant commissioner at Customs and Border Protection. Privacy activists say the searches are invasive and violate Fourth Amendment protections against unreasonable searches. But courts have long held that those protections do not apply at the border and at airports because of the government’s compelling interest in combating crime and terrorism. A 2014 Supreme Court ruling did say, however, that law enforcement needed to have a warrant to search electronic devices when a person was being arrested. "
1114,What We’re Reading,https://www.nytimes.com/2017/04/11/insider/what-were-reading.html?searchResultPosition=108,2017/04/11,TIMES INSIDER,"We’re trying something new: an occasional issue of What We’re Reading focused on recommendations from a single journalist at The Times, along with a selection of other great suggestions at the bottom. Let us know what you think at wwr@nytimes.com. Today, we talk with Executive Editor Dean Baquet. PULITZER PRIZE-WINNING JOURNALISM: “Russia’s Dark Arts,” an investigative series on how Vladimir V. Putin projects power, including the back story of how he influenced the American election. “The Fighter,” by C.J. Chivers, following a young combat veteran’s trouble with the law. “They Are Slaughtering Us Like Animals,” Daniel Berehulak’s photographs of the Philippine war on drugs. BOOKS: “Richard Nixon: The Life,” by John Aloysius Farrell. “The Virginia State Colony for Epileptics and Feebleminded: Poems,” by Molly McCully Brown. "
1115,"Fear of Flying, for Good Reason",https://www.nytimes.com/2017/04/11/opinion/fear-of-flying-for-good-reason.html?searchResultPosition=102,2017/04/11,OPINION,"Flying was once an adventure, more than just a way to get from here to there. But over the years, it has become something to dread. You wait in endless lines for the chance to be poked, patted, X-rayed, interrogated, generally insulted and, in the final indignity, separated by class as you, at last, board. And it can get worse from there. On Sunday security officials at Chicago’s O’Hare airport literally yanked a passenger off a United flight because the airline needed seats for its staff. That fiasco was captured on videos that set the internet ablaze with outrage, and could end up costing the airline future business. Clueless United dug itself in deeper after the story blew up. Its chief executive, Oscar Munoz, apologized on Monday for having to “re-accommodate these customers” but not for the manhandling of the passenger, a doctor who was bleeding from the mouth in the videos. Mr. Munoz made matters even worse by calling the doctor “disruptive and belligerent” because he had the temerity to object to his removal. Tuesday afternoon, Mr. Munoz saw the light (and the drop in his company’s stock price) and said “no one should ever be mistreated this way.” United’s mistreatment of the doctor was extreme, but inconveniencing customers is now standard airline operating procedure. This is an oligopolistic industry that has become increasingly callous toward customers as it rakes in billions in profits thanks to strong demand and low oil prices. In recent years, big airlines have squeezed seats in coach closer together, forcing average-size Americans to become intimately familiar with their knees. In addition to checked-bag fees, which have been standard on many airlines for years, more passengers are being required to pay extra for early boarding, more legroom and, in a recent insult, the right to stash bags in overhead bins. There is no mystery why air travel has gotten so ugly. Four large airlines — American, Southwest, Delta and United — commanded nearly 69 percent of the domestic air-travel market in 2016, up from about 60 percent in 2012, according to government data. Those numbers actually overstate how much competition there is. Many people have only one or two options when they fly because the big airlines have established virtual fortresses at their hub airports. United, American Airlines and three regional airlines affiliated with them served nearly 80 percent of passengers at O’Hare last year. Disgruntled travelers may howl on Twitter or send furious emails, but airline executives know their bottom lines are for the moment secure. It was not surprising that none of the Big Four made a list of the 10 best airlines in the world that TripAdvisor published on Monday based on passenger reviews. Two smaller companies did — JetBlue (No. 4) and Alaska Airlines (No. 9). "
