,text
1727,"Welcome to Best of Late Night, a rundown that lets you sleep — and lets us get paid to watch comedy. What do you think of it? What else are you interested in? Let us know: thearts@nytimes.com. A day after Doug Jones became the first Democrat to win a Senate race in Alabama since 1992, late-night hosts poked fun at Roy Moore, his vanquished opponent. Mr. Moore has been accused by various women of sexual misconduct with them when they were teenagers. Dennis Rodman sat down with Mr. Colbert to discuss his many visits to North Korea. “For some reason, he likes me,” Mr. Rodman said, referring to North Korea’s leader, Kim Jong-un. Samantha Bee traveled to Mexico to learn about La Brigada Feminista. “As a black woman, I just have two things I want to say about last night’s election: You’re. Welcome.” Adam Driver, who plays the villain Kylo Ren in the new Star Wars movie, will visit “The Late Show” on Thursday. Russell Simmons, the powerful hip-hop mogul, has been accused of rape by three women. "
1728,"(Want to get this briefing by email? Here’s the sign-up.) Good morning. Here’s what you need to know: • With House and Senate negotiators reaching an agreement on a final version of their rewrite of the tax code, the party is closing in on its first major legislative achievement since assuming political control this year. Final votes on the revised legislation, whose overall cost remains unclear, could come next week. On Wednesday, the Federal Reserve predicted that the measure would modestly increase economic growth for the next few years without stoking inflation. • One thing the debate over the tax overhaul has shown: the peril Americans face in making financial decisions based on the tax code. • We’re still sifting through the once-unimaginable Republican defeat in Tuesday’s special Senate election in Alabama. These maps compare the turnout with that of the 2016 presidential election. Roy Moore’s loss again pointed to divisions between the party’s establishment and its populist wing, led by Stephen Bannon. "
1729,"Take a walk with me, dear reader, into the yard, down the street — anywhere, really, just so that we can step outside of our house of outrage. It’s a roomy house, with space for everyone from woke progressives to disillusioned conservatives. It’s a good house, filled with people united in a just and defiant cause. It’s a harmonious house, thrumming with the sound of people agreeing vigorously. And lately, we’ve started to believe we’re … winning. We breathed relief Tuesday night when Roy Moore went down to his well-earned political death, like Jack Nicholson’s Joker at the end of Batman. We roared when Robert Mueller extracted a guilty plea from a cooperative Michael Flynn, and the investigative noose seemed to tighten around Donald Trump’s neck. We cheered when Democrat Ralph Northam trounced Ed Gillespie after the Republican took the low road with anti-immigrant demagogy. It’s all lining up. Democrats have an 11-point edge over Republicans in the generic congressional ballot. The president’s approval rating is barely scraping 37 percent. Nearly six in 10 Americans say the United States is on the “wrong track.” Isn’t revenge in 2018 starting to taste sweet — and 2020 even sweeter? Don’t bet on it. Democrats are making the same mistakes Republicans made when they inhabited their own house of outrage, back in 1998. You remember. The year of the wagged finger and the stained blue dress. Of a president who abused women, lied about it, and used his power to bomb other countries so he could distract from his personal messes. Of a special prosecutor whose investigation overstepped its original bounds. Of half the country in a moral fever to impeach. Of the other half determined to dismiss sexual improprieties, defend a democratically elected leader and move on with the business of the country. Oh, also the year in which the Dow Jones industrial average jumped by 16 percent, the unemployment rate fell to a 28-year low, and Democrats gained seats in Congress. Bill Clinton, as we all know, survived impeachment and left office with a strong economic record and a 66-percent approval rating. "
1730,"LOS ANGELES — Pharrell Williams remembers the exact moment when he realized he was ready to return to N.E.R.D, his long-running side project with Chad Hugo and Shae Haley. In the beginning of 2016, he dyed his hair green: “The minute I looked in the mirror, I was like, ‘Oh, starting N.E.R.D now.’” He had just left Nashville, where he’d been producing and writing on “Wanderlust,” an album by the unflinchingly smooth country group Little Big Town. And he was coming off the peak of his career as a recording artist: “Blurred Lines,” his limber collaboration with Robin Thicke, and “Get Lucky,” his disco revival with Daft Punk, held No. 1 and 2 on the Billboard Hot 100 for a time in 2013; the next year, the pop-gospel hymn “Happy” became his first No. 1 as a lead artist, and the song that vaulted him into the stratosphere. He wore an artfully goofy hat to the Grammys. He joined “The Voice” as a coach. He sat for an interview with Oprah, and cried. For someone who’d spent much of his career making others sound good as a producer and songwriter, it was a belated, and extremely loud, splash into the brightest spot of the limelight. The world changed, though, and with it, Mr. Williams. The version of him that appears on the new N.E.R.D album, “No_One Ever Really Dies,” is anti-“Happy,” and anti-happy. He is exasperated by the police shootings of unarmed black Americans. The election of Donald J. Trump stymies him. “We’re gonna climb your wall,” he sings on “Deep Down Body Thurst,” continuing, “It’d be worth the fall/I sure hope you’re just talking man, and that’s all.” On the 11 tracks on the new album, due Friday, he is frantically waving for attention, as if hoping to stave off more trauma. “I spoke up because I saw this coming,” he said last month, discussing politics in his dedicated room at Chalice Recording Studio here, while footage of NASA lectures played on a television screen above the recording booth. (Mr. Williams was a producer of “Hidden Figures,” the 2016 film about black female NASA mathematicians, and wrote music for it as well.) "
1731,"The issue of sexual misconduct has emerged as a centerpiece of Democratic strategy for taking on President Trump and the Republican Party. That strategy paid off on Tuesday with the defeat of Roy Moore. Senator Kirsten Gillibrand’s decision to bring to center stage charges of sexual harassment leveled by more than a dozen women against Trump has forced the White House onto the defensive. The story so far: On Sunday, Nikki Haley, Trump’s ambassador to the United Nations, broke ranks with the administration, telling John Dickerson on “Face the Nation” that Trump’s accusers “should be heard. They should be heard and they should be dealt with.” Haley added that she is “incredibly proud of the women who have come forward” in all the recent cases of alleged harassment. On Monday, three of Trump’s accusers appeared on NBC Today with Megyn Kelly, following the publication of articles further chronicling Trump’s alleged misconduct in People, The New Yorker, The Atlantic and New York magazine. The liberal filmmaker, Robert Greenwald, released a documentary, “16 Women and Donald Trump: Hear Their Stories.” All of these developments are taking place against the backdrop of a pending defamation lawsuit against Trump, who awaits the decision of Jennifer G. Schecter — a New York state judge — who is considering a motion to require Trump to testify under oath in a lawsuit brought by Summer Zervos, a former “Apprentice” contestant. Zervos, who is represented by Gloria Allred, claims that in 2007 Trump “kissed her on the mouth repeatedly, touched her breast and pressed his genitals against her,” without her consent. Zervos contends that she was defamed when Trump dismissed her claims during the campaign as “lies” and “nonsense.” "
1732,"Update: The F.C.C. voted on Thursday to repeal net neutrality rules. HONG KONG — To taste a future without net neutrality, try browsing the web in Beijing. China’s internet, provided through telecom giants aligned with the Communist Party, is a digital dystopia, filtered by the vast censorship apparatus known as China’s Great Firewall. Some sites load with soul-withering slowness, or not at all. Others appear instantly. Content vanishes without warning or explanation. The culprit is rarely knowable. A faulty Wi-Fi router? A neighborhood power failure? Commercial sabotage? A clampdown on political dissent? To most Chinese netizens, the reason matters little. They simply gravitate to the few sites that aren’t slowed or blocked entirely: the Chinese counterparts of Facebook, Google, and Twitter. But these Chinese platforms come with heavy government surveillance and censorship by corporate and party apparatchiks. For the Communist Party and its commercial allies, this is win-win, cementing respective monopolies on political markets and consumer power. The Trump administration’s plan to dismantle net neutrality regulations has brought this nightmare scenario to America’s digital doorstep. With the Federal Communications Commission scheduled to vote on the issue today, the threatened rollback not only imperils fair play and free speech; it will also empower foreign entities with substantial market-making power, like China’s government, to meddle in American public discourse on a scale dwarfing Russia’s recent cyber-chicanery. Worse, abolishing net neutrality gives American corporations the means, motive and opportunity to become accomplices in selling out our freedom of speech. Net neutrality is called the First Amendment of the internet for a good reason. Obama-era net neutrality rules classed telecom giants, such as AT&T, as “common carriers,” de facto public utilities like water and electricity companies. This status prohibits corporate bosses from abusing control over network infrastructure to stifle rivals or favor subsidiaries. Under net neutrality rules, a company like Comcast, which owns NBC, cannot throttle data flows carrying Netflix’s competing TV shows, any more than General Electric, once a majority stakeholder in NBC and corporate parent to Jay Leno’s “Tonight Show,” could have cut the power to David Letterman’s “Late Show” studios at CBS. These content-neutral safeguards apply to political speech as much as to “Orange Is the New Black.” They enshrine a basic American value: that diverse opinions, from diverse sources, are a pillar of public welfare. Eliminating net neutrality allows corporations to tamper with data flows on their networks without public oversight or accountability. If a connection is slow for MSNBC but not for Fox News, you may never learn why. Beijing, meanwhile, is not shy about using its political and economic heft to blot out dissent beyond China’s borders, employing tactics that blend politics and commerce. The process starts at home: Foreign media firms seeking access to China’s enormous markets face intense pressure from Communist Party gatekeepers to make odious concessions on content control and privacy. Then, the chilling effects spread overseas. This has already happened in Hollywood: If you can’t distribute a film like “Seven Years in Tibet” in China’s giant market, why bother making it at all? (That 1997 project would never be greenlit today.) Facebook, long locked out of the Chinese market, is flirting with censorship in a likely bid to gain entry. After the Facebook page of Guo Wengui, a prominent regime critic living in exile, vanished last spring, Facebook blamed a systems error. As a private corporation, it is under no obligation to provide more detail. As the incentives and opportunities to self-censor accumulate, content providers will gravitate to producing and promoting whatever reaches the most customers worldwide, even if that means pleasing Chinese cyber-commissars who control access to a billion of them. Content providers — companies like Facebook and LinkedIn — are not, after all, common carriers. They do not control the pipes, or carry a unique public trust in the eyes of the government. As private businesses, they are not bound by the First Amendment. Self-censorship is simply good business. "
1733,"LOS ANGELES — In a move that will reverberate from Hollywood and Silicon Valley to TVs and smartphones around the world, the Walt Disney Company said Thursday that it had reached a deal to buy most of 21st Century Fox, the empire controlled by Rupert Murdoch, in an all-stock transaction valued at roughly $52.4 billion. While the agreement is subject to the approval of antitrust regulators — and the Justice Department recently moved to block a big media company, AT&T, from becoming even bigger — Disney is acknowledging that the future of television and movie viewing is online. The acquisition, which would make Disney a colossus unlike anything Hollywood has ever seen, is the biggest counterattack from a traditional media company against the tech giants that have aggressively moved into the entertainment business. Disney has already announced an ambitious plan to introduce two streaming services by 2019. With this deal and the wealth of movies, TV shows and sports programming it provides, the company will now have the muscle to challenge Netflix, Apple, Amazon, Google and Facebook in the fast-growing realm of online video. “The pace of disruption has only hastened,” Robert A. Iger, Disney’s chief executive and chairman, said in an interview. “This will allow us to greatly accelerate our direct-to-consumer strategy, which is our highest priority.” At the same time, the agreement means that one of moviedom’s most celebrated studios, 20th Century Fox, will be downsized, with some operations folded into Walt Disney Studios or refocused to make films for online distribution. Founded in 1935, the Fox studio championed Marilyn Monroe, produced classics like “The Sound of Music,” released the first “Star Wars” movie and, more recently, turned “Avatar” into the biggest ticket-seller of all time. But lately, as most of Hollywood has, 20th Century Fox has struggled to keep pace with the changing way younger audiences view content — namely on an internet-connected device. Some analysts interpreted Mr. Murdoch’s sudden willingness to sell as his reading the writing on the wall: The business climate is going to become tougher for old-line Hollywood. "
1734,"Good Thursday. Here’s what we’re watching: • The F.C.C. formally voted to overturn Obama-era net neutrality regulations. • How does the Disney deal affect Fox’s efforts to buy control of Sky? • The media world is gossiping over whether someone might try to top Disney. • Meet the advisers who helped put the transaction together. • Tim Cook and Charles Koch wrote a joint op-ed urging protection of Dreamers. Want this in your inbox every morning? Here’s the sign-up. As the Trump administration moves to block one media deal, it appears more supportive of today’s big transaction. From Shannon Pettypiece of Bloomberg: But then there’s the jobs angle Ms. Sanders also inserted the White House into the little matter of mergers and layoffs. She said that Mr. Trump thinks that today’s deal could be “a great thing” for jobs. There’s a problem. Here’s what Disney’s C.F.O., Christine McCarthy, told analysts this morning: As Andrew reminded earlier this week, “synergies” is a code word for “layoffs.” And Disney executives said that the company expects to start realizing synergies within the first year after the deal closes. "
1735,"For a while, Rupert Murdoch seemed invincible. First, the mogul emerged relatively unscathed from a 2011 phone hacking scandal involving his British tabloids that threatened to upend his empire. Then, he installed his sons, Lachlan and James, in leadership roles at 21st Century Fox. And, last year, the thrice-divorced Mr. Murdoch married Jerry Hall, a former supermodel 25 years his junior. But even Mr. Murdoch, a self-made billionaire whose range of media assets wield enormous political influence on three continents, was no match for Silicon Valley. Like King Lear confronting his mortality, Mr. Murdoch, 86, is preparing to divide up a lifetime of spoils. And as he moves to sell off wide swaths of his media and entertainment business, he is also throwing into confusion the line of succession and testing the ties that bind the family-run fief. The Walt Disney Company announced on Thursday it had reached a deal to acquire most of 21st Century Fox Inc., the Murdoch-owned company that includes the storied movie and television studio, national cable networks like FX and National Geographic, 22 regional cable channels dedicated to sports and a 39 percent stake in Britain’s pay TV service, Sky. The $52.4 billion deal — which would not include Fox News, the Fox broadcast network or the FS1 sports cable channel, which will be spun off into a newly listed company — has come about as part of the consolidation sweeping over traditional media companies as they try to fight off threats from Amazon, Apple and Netflix. It also represents a remarkable shift for Mr. Murdoch, a visionary businessman who has long lived by a single credo: Buy, buy, buy. After all, Mr. Murdoch didn’t grow a single newspaper in Adelaide, Australia, into a $100 billion media business by selling. “Rupert has always been a collector, a builder,” said Laura Martin, an analyst at Needham & Company. "
1736,"This article is part of the Opinion Today newsletter. You can sign up here to receive the newsletter each weekday. This summer, after my colleagues and I published our attempt at the definitive list of President Trump’s lies, I went on Jacob Weisberg’s podcast to talk about it. Jacob asked about the reaction from readers, and I mentioned a common one from Trump supporters: They didn’t doubt that he sometimes bent the truth. But they thought he was no worse than other recent presidents, and they challenged The Times to do the same exercise for a president other than Trump. Today, we’re publishing the results of that challenge. We analyzed every statement of President Barack Obama’s that had been challenged by fact-checkers (the same methodology we’d used for Trump) and applied the same standard. We were looking for demonstrably untrue statements, defensible under no reasonable interpretation of the facts. In Obama’s case, his demonstrably untrue statements include his infamous lines about a “red line” for Syria and about Americans being able to keep their health insurance if they liked it. They also include lesser-known statements on the high-school dropout rate, American exports and the size of the country’s Muslim population. I encourage you to check out the piece — or, if nothing else, the chart at the top — but here’s one headline number: Obama averaged a little more than two blatant, distinct falsehoods per year during his presidency. Trump is on pace for 124 a year. We have also done something that many newsletter readers have been asking for: An updated version of the definitive list of Trump’s lies, which includes repeated lies. The tax deal. The House and Senate have reached a compromise that bridges the gap between their separate tax bills. The differences were modest, in the big picture. Both bills — and the final deal — will cut taxes deeply for the wealthy, increase the deficit and ultimately hurt the middle class. The final deal, in fact, will cut the top marginal tax rate more than either original House or Senate bill. (Some compromise!) It also seems likely to reject Marco Rubio’s pleas for a larger child-tax credit that would help low-income families. A remarkable part of the deal: It appears to ignore many priorities of swing senators, like Rubio, Susan Collins, Jeff Flake and John McCain. Are all of those senators going to fold and vote for the bill anyway? Elsewhere. “Congress needs to be clear now that firing Mueller is unacceptable and un-American — we’re a nation of laws, laws that no one is above,” Max Bergmann and Max Boot write in The Guardian about the special counsel, Robert Mueller. “Failing to protect Mueller is not just moral cowardice, it’s also leaving America’s national security exposed.” Salma Hayek. There’s a good chance you have already read her op-ed on Harvey Weinstein. It drew a gigantic audience yesterday. If you haven’t read it, I recommend it. "
1737,"Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher Republican lawmakers have reached a deal on their sweeping tax bill, and they are on track to send it to President Trump by Christmas. Why has such an unpopular plan moved so swiftly through Congress? And the Federal Communications Commission is expected to repeal Obama-era net neutrality rules today. What would the modern internet look like without such regulation? On today’s episode: • Jim Tankersley, who has been covering the tax bill for The New York Times. • Kevin Roose, who writes about technology and the internet. Background reading: • In the end, more of the Senate bill appeared to be included in the final version of the tax overhaul, though lawmakers continued to make significant changes. • The proposed changes could penalize individuals for financial decisions they made based on longstanding law. • A repeal of net neutrality rules would be the biggest victory in Ajit Pai’s eventful 11-month tenure as the F.C.C. chairman. • For most internet users, the meaning of the agency’s plan comes down to two questions: What might happen? And who do you trust? Tune in, and tell us what you think. Email us at thedaily@nytimes.com. Tweet me at @mikiebarb. And if you’re interested in advertising with “The Daily,” write to us at thedaily-ads@nytimes.com. If you don’t see an audio player on this page or to subscribe to The Daily for free, follow the instructions below. From your mobile device: You can listen and subscribe to “The Daily” from any podcast player. If you’re reading this from an iPhone or other Apple mobile device, tap this link to listen in Apple Podcasts. If you’re on an Android device, tap this link to listen in Stitcher or this link to listen in RadioPublic. Or if you prefer another podcast player, you can find “The Daily” there. (Here’s the RSS feed.) From a desktop or laptop: Click the “play” button above to start the show. Make sure to keep that window open on your browser if you’re doing other things, or else the audio will stop. You can always find the latest episode at nytimes.com/thedaily. On Amazon Echo, Echo Dot or Tap: Open the Alexa app. From the navigation panel on the left, select “settings,” then “flash briefing,” then “get more flash briefing content.” Look for “The New York Times” and select “enable skill.” Now you can say, “Alexa, what’s my flash briefing?” and you will hear that day’s episode of “The Daily.” On Google Home: You can say, “O.K., Google, play New York Times” to listen to that day’s episode of “The Daily.” "
1738,"The editor in chief of Christianity Today did not have to wait for the votes to be counted to publish his essay on Tuesday bemoaning what the Alabama Senate race had wrought. Whoever wins, “there is already one loser: Christian faith,” wrote Mark Galli, whose publication, the flagship of American evangelicalism, was founded 61 years ago by the Rev. Billy Graham. “No one will believe a word we say, perhaps for a generation. Christianity’s integrity is severely tarnished.” The sight of white evangelical voters in Alabama giving their overwhelming support to Roy S. Moore, the Republican candidate, despite accusations of racial and religious bigotry, misogyny and assaults on teenage girls, has deeply troubled many conservative Christians, who fear that association with the likes of Mr. Moore is giving their faith a bad name. The angst has grown so deep, Mr. Galli said, that he knows of “many card-carrying evangelicals” who are ready to disavow the label. The evangelical brand “is definitely tarnished” by politicization from whatever side, Mr. Galli said on Wednesday. “No question about it.” He said that his readers seemed to agree with the thrust of his essay. The main criticism he received, he said, was one he agreed with: that he should have made it clearer that he was referring not to all Christians, but to evangelicals in particular. The bloc that has marched under the banner of the “Moral Majority” and “values voters” has now been tagged as the most reliable base of support for both Mr. Moore and President Trump, two politicians who are known for fanning racial and religious prejudices and who stand accused of sexual harassment by numerous women — accusations that each man denies. White evangelicals across the country delivered 81 percent of their votes to Mr. Trump last year, according to exit poll data, and backed Mr. Moore in Alabama by the same proportion on Tuesday. "
1739,"WASHINGTON — Republicans took a critical step toward notching their first significant legislative victory since assuming full political control, as the House and Senate voted along party lines on Tuesday and into early Wednesday to pass the most sweeping rewrite of the tax code in decades. The $1.5 trillion tax bill, which is expected to head to President Trump’s desk in the coming days, will have broad effects on the economy, making deep and lasting cuts to corporate taxes as well as temporarily lowering individual taxes. The endeavor was not without hiccups, however, as three small provisions in the final tax bill agreed to by the House and Senate were found by the Senate parliamentarian to violate the budget rules that Republicans must follow to pass their bill through a process that shields it from a Democratic filibuster. As a result, the bill changed slightly in the Senate, and the House will now need to vote on it again since both chambers must approve identical legislation. Among the items that were deemed out of order was the title of the bill: the Tax Cuts and Jobs Act. The approval of the bill in the House and Senate came over the strenuous objections of Democrats, who have accused Republicans of giving a gift to corporations and the wealthy and driving up the federal debt in the process. As the final vote approached in the Senate, Chuck Schumer of New York, the Democratic leader, gave his closing argument against the bill and scolded his Republican colleagues for talking during his remarks on the floor. "
1740,"At the end of this banner stock market year, you can bet that major business publications will be naming their investor of the year. You can stop now. I have the winner, and nobody is even close when it comes to his total return on investment: Vladimir Putin, the Russian president. A recent report in The Washington Post, quoting intelligence sources, said Putin may have spent less than $500,000 to hack our last election and help (though Hillary helped much more) Donald Trump become president. And Putin’s payoff is Trump’s first year: a president who is simultaneously eroding some of our most basic norms, undermining some of our most cherished institutions and enacting a mammoth tax bill that will not make America great again. If you assume, as I do, that Putin wants to see an America that is not an attractive model for his own people or others to emulate, and that he wants an America run by a chaos president who cannot lead the West, then Trump is his dream come true, whether or not there was any collusion between them. So Vladimir Putin, come on up! You’re my Investor of the Year. You’re the Warren Buffett of geopolitics. Just do the math: On norms, we’ve grown numb to a president who misleads or outright lies every day. Different newspapers measure this differently. The Washington Post says Trump has averaged 5.5 false or misleading claims every day in office, putting him on pace for 1,999 in his first year. According to The Times, Barack Obama told 18 “distinct falsehoods” over his entire eight-year presidency, while Trump, in his first 10 months in office, “has told 103 separate untruths, many of them repeatedly.” Given the power of the president to shape our public discourse, it’s chilling to imagine what four years and 8,000 lies or misleading statements from Trump will do to trust in government in America — and how deeply that will filter into society, giving permission to anyone and everyone to lie with impunity. "
1741,"WASHINGTON — With more and more states running out of money for the Children’s Health Insurance Program, parents took their case to Capitol Hill on Tuesday, pleading with Congress to provide money before their sons and daughters lose health care and coverage. But the program, known as CHIP, which insures nearly nine million children, took a back seat as lawmakers raced to pass a $1.5 trillion tax cut. CHIP’s fate, it appears, is now caught up in a messy fight over an end-of-the-year deal on spending that must be struck by Friday to avert a government shutdown. “CHIP is being used as a pawn in larger debates and negotiations,” Linda Nablo, the chief deputy director of the Virginia Department of Medical Assistance Services, said Tuesday in an interview. “It has fallen victim to the dysfunction and partisanship in Congress. And we are getting very close to the point where some children will also be victims.” Virginia sent letters last week to parents of 68,000 children warning them that CHIP coverage would end on Jan. 31 unless Congress took action. Congress has known since April 2015 that funds for the popular children’s insurance program — created and sustained for two decades with bipartisan support — would expire this year at the end of September. The Senate Finance Committee approved a five-year extension of funding for the program in early October, but did not specify how to pay for it — and Republicans insist that it must be paid for. The House passed a bill to provide five years of funds in early November, but those funds would come from public health programs set up under the Affordable Care Act and an increase in premiums for affluent Medicare beneficiaries, provisions that are unacceptable to most Democrats. House Republicans plan to send those same provisions to the Senate again this week as part of a stopgap spending bill, knowing they will be killed. "
1742,"WASHINGTON — The sting of failure on health care still lingered in the Senate on Aug. 3, when Mitch McConnell, the majority leader, summoned the Republican members of the Budget Committee to his office. We need to pass a tax bill this fall, Mr. McConnell told his colleagues, and we need a budget that allows us to do that. There was no dissent. Within two months, party leaders had hammered out a budget that steamrolled their previous concerns over adding to the federal budget deficit, in order to pave the way for $1.5 trillion in tax cuts. In rapid order, the budget passed the Senate, then the House, putting Republicans on track to deliver a tax bill at breakneck speed to President Trump’s desk by Christmas. The $1.5 trillion bill represents the most sweeping overhaul of the United States tax code in decades, delivering deep and permanent cuts to corporations and temporary tax cuts to individuals. Early Wednesday morning, Republicans claimed victory as the Senate voted 51-48 to pass the bill, which the House passed on Tuesday 227 to 203. But in many ways, the bill represents a political and economic gamble for Republicans. A majority of Americans oppose it, and relatively few believe they will benefit personally from it, polls show. Economic analyses predict it will add more than $1 trillion to budget deficits over the next decade, an amount that would betray the party’s longstanding messaging that mounting federal debt will sap economic growth. Republicans spurned those concerns, rallying around what has been the animating ideology of their party since the Reagan era: that tax cuts will drive faster growth and national prosperity. More immediately, they followed an overwhelming desire to notch a legislative “win” for the president, their donors, the restless voters of their party base and for their own political fortunes. There were crucial steps that ensured passage, including a deficit bargain struck between Senators Patrick J. Toomey and Bob Corker in September, pressure from Mr. Trump on a controversial push to tweak retirement savings in the bill and, in the Senate, an early and crucial endorsement from John McCain of Arizona, the Republican wild card whose late defection killed the health care bill. "
1743,"WASHINGTON — The Heritage Foundation, the conservative think tank that has influenced Republican White Houses and shaped conservative policy since the 1970s, named a new president on Tuesday who has deep ties to the party’s social conservative and evangelical Christian wing as it moved to steady itself after a year of internal turmoil. Kay Coles James, who served in the administrations of Ronald Reagan, George Bush and George W. Bush, will fill the vacancy left this year when Heritage’s board unexpectedly removed Jim DeMint, the former senator from South Carolina who became a leading practitioner of the uncompromising, no-apologies style of conservatism that characterized the Tea Party revolt. If Mr. DeMint’s appointment in 2013 was a sign that Heritage was embracing the grass-roots energy that had proved so disruptive to the Republican Party, naming Ms. James was an acknowledgment that many inside the organization believe Heritage had strayed from its mission of acting as the intellectual and policy guide star for conservatives. Like other institutions that had grown comfortable in their roles as fixtures of the political establishment, Heritage has struggled to find a meaningful role for itself in President Trump’s Washington. Some inside the group complained that it had little influence in shaping debates on Capitol Hill that conservatives should have been far better prepared for — like the struggle over repealing the Affordable Care Act. And a few of Heritage’s largest donors and board members like Rebekah Mercer, whose family helped finance Mr. Trump’s campaign, agitated for change, arguing that the group was squandering its opportunity to lead at a time when Republicans controlled the House, Senate and White House. Inside the organization, people viewed Ms. James as a safe choice who, while unlikely to resolve the tensions over Heritage’s direction, would not make them any worse. "
1744,"Donald Trump has often been described as the second coming of P. T. Barnum, the legendary 19th-century showman. Biographers, academics and journalists have embraced this idea, as have members of Mr. Trump’s family. “He is P. T. Barnum,” his sister once said. With a movie opening on Wednesday that is loosely inspired by Barnum’s life — “The Greatest Showman,” starring Hugh Jackman — we’re likely to hear these comparisons again. Please: Barnum would be appalled by Mr. Trump. While they share some superficial similarities, it’s the differences that stand out. Phineas Taylor Barnum is a figure frequently invoked but rarely understood. He amassed a fortune promoting a bewildering range of popular entertainments: an elderly slave masquerading as George Washington’s nursemaid; a gifted Swedish opera singer, Jenny Lind, whom he turned into an international superstar; a half-monkey, half-fish masterpiece of taxidermy that he advertised as the FeeJee Mermaid; and other attractions, dubious and genuine. Many of these he exhibited at his American Museum in Lower Manhattan. Later, he took the show on the road, touring the world with his famous circus and sideshows. Barnum’s hyperbole, his willingness to bend the truth when promoting his entertainments, his artful manipulation of the press, never mind his participation in outright hoaxes, invite comparisons with Mr. Trump. Likewise, Barnum’s fondness for living large — he built a garish Moorish mansion he called “Iranistan” — calls to mind Mr. Trump’s gilded excesses. Both men became teetotalers; both went bankrupt, only to claw their way back to the top. And then, of course, there’s Barnum’s famous saying: “There’s a sucker born every minute.” Except that Barnum never said that or anything like it, though it was a popular saying among 19th-century con artists and flimflam men. As a showman, Barnum went to great lengths to distinguish himself from these swindlers. He believed that if he accepted customers’ hard-earned cash, he had to give them their money’s worth. “No one,” Barnum declared in his autobiography, “can say that he ever paid for admission to one of my exhibitions more than his admission was worth to him.” A patron of Barnum’s museum might dispute the authenticity of some exhibits. But visitors rarely, if ever, came away feeling shortchanged or cheated. "
1745,"“This has been a year of extraordinary accomplishment for the Trump administration.” SENATOR MITCH McCONNELL, Republican of Kentucky and the majority leader, praising the president, with whom he has often been at odds, at an event celebrating the passage of a $1.5 trillion tax overhaul. "
1746,"WASHINGTON — An end-of-the-year showdown that was once promised over delicate issues like immigration, health care and surveillance appeared to fizzle on Wednesday as key Republicans dropped their demands to shore up shaky health insurance markets and Democrats appeared to abandon their goal to force adoption of a measure protecting young undocumented immigrants from deportation. Instead, Congress moved toward a one-month punt that would keep the government funded into January and once again put off policy confrontations. As Republicans celebrated the passage of their tax overhaul at the White House with President Trump, the party’s leaders in the House and Senate worked behind the scenes to shape a stopgap spending measure to fund federal agencies and avert a government shutdown. Only days ago, Senator Susan Collins, Republican of Maine, said she would vote for the tax bill because she had secured a promise from the majority leader, Senator Mitch McConnell of Kentucky, to include two health care provisions to stabilize insurance markets in an end-of-the-year spending measure. On Wednesday, she dropped that demand and said she hoped it would be passed in early 2018. “It looks like the Christmas present of lower health insurance premiums will now have to be a Valentine’s Day present,” said Senator Lamar Alexander, Republican of Tennessee, who had joined Ms. Collins’s demand. Similarly, Senator Jeff Flake, Republican of Arizona, traded his vote on the tax bill, in part for a promise from Republican leaders to consider a deal to protect young immigrants brought into the United States as children, known as Dreamers. Mr. McConnell said on Wednesday that if negotiators could reach bipartisan agreement on the deal in January, he would put it to a full Senate vote. "
1747,"WASHINGTON — The Supreme Court indicated on Wednesday that federal courts in California had moved too fast in ordering the Trump administration to disclose documents concerning its decision to end a program that protected some 800,000 young, undocumented immigrants from deportation. In an unsigned opinion, the justices instructed the lower courts to consider the administration’s arguments on two threshold legal issues before requiring that the documents be turned over. The administration contends that its decision to end the program, known as Deferred Action for Childhood Arrivals, or DACA, was within its lawful discretion and that the courts are in any event without jurisdiction to review the matter. “Either of those arguments, if accepted, likely would eliminate the need for the district court to examine a complete administrative record,” the Supreme Court’s opinion said. Should the courts reject those arguments, the opinion said, they should nonetheless consider requiring fewer documents to be produced and allow the administration to present arguments about whether particular documents are privileged. There were no noted dissents from Wednesday’s opinion, which appeared to be the product of compromise. That was in contrast to the Supreme Court’s first order in the case on Dec. 8, when the justices split 5 to 4 along ideological lines. The more conservative members of the court were in the majority, and they allowed the administration to temporarily shield the documents. The dispute arose in five consolidated lawsuits in California that accused administration officials of acting unlawfully when they abruptly rescinded the program. The plaintiffs include four states: California, Maine, Maryland and Minnesota. Judge William H. Alsup of the Federal District Court in San Francisco ordered the administration to turn over internal documents concerning its reasons for canceling the program. A divided three-judge panel of the United States Court of Appeals for the Ninth Circuit rejected the administration’s request to block Judge Alsup’s order, with the majority saying that the few documents provided by the administration had been inadequate in light of the magnitude of the decision to end the program. In an emergency application to the Supreme Court, the solicitor general, Noel J. Francisco, asked the justices to step in. He said Judge Alsup’s order was an “extraordinary departure from bedrock principles governing judicial review of federal agency action,” given the practical burdens it imposed and in its intrusion into the administration’s internal deliberations. In its opinion on Wednesday, the Supreme Court noted that the administration had produced just 256 pages of documents, of which “nearly 200 pages consist of published opinions from various federal courts.” In setting aside the Ninth Circuit’s ruling, the Supreme Court said it was not expressing any views on the merits of the dispute. "
