,text
1668,"After it was forced to retreat from an effort to make challenging labor practices harder in many workplaces, the National Labor Relations Board is moving to achieve the goal through other means. The board announced on Thursday that it was set to publish a proposed rule redefining a company’s responsibility under labor law for workers engaged at arm’s length, such as those hired by contractors or franchisees. The proposal, reversing an action taken during the Obama administration, would make it less likely that a company in such a situation would be deemed a joint employer liable for labor abuses like firing workers seeking to unionize. In February, a majority on the board voted to vacate its earlier attempt to change the policy, in a decision involving a company called Hy-Brand, after the agency’s inspector general concluded that one of the board members appeared to have had a conflict of interest and should have recused himself. But the board has authority to change policy both by deciding cases and by putting forth rules. Having been stymied in its initial approach, it has decided to rely on another. Philip A. Miscimarra, who was chairman of the board when it issued the Hy-Brand decision, said that rulemaking was justified and that the task was urgent because the current policy had created uncertainty among employers, workers and unions. “The agency has to fix it,” Mr. Miscimarra, who was elevated to chairman by President Trump, said in an interview this year. Mr. Miscimarra left the board when his term expired at the end of 2017. "
1669,"(Want to get this briefing by email? Here’s the sign-up.) Good evening. Here’s the latest. 1. Rains from Hurricane Florence lashed the Carolina coast, with the storm growing in size and packing sustained winds of up to 100 miles an hour. The National Hurricane Center said the storm was likely to maintain its intensity until the eye made landfall early Friday. The storm is forecast to crawl inland, drenching a wide area with extremely heavy rains, up to 40 inches in some parts. The Times is providing unlimited access to coverage of the storm for all readers. Keep up with the latest here, and look at the full range of coverage here. In Southeast Asia, millions are bracing for Typhoon Mangkhut, a strong storm that could reach the Philippines by Friday. (Curious why Mangkhut is called a typhoon while Florence is called a hurricane? It’s all about location.) _____ "
1670,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host. If you live in New York, you have until 9 p.m. to vote in the primary. Find your polling station here, and see live results here tonight. [Get On Politics delivered to your inbox.] As I wrote on Day 1 of “On Politics,” we won’t be all-Trump-all-the-time, obsessing over each bit of noise. But sometimes, the president will say or do something that is worthy of … deeper review. Today is that day. As emergency responders braced for Hurricane Florence, President Trump decided to spend time disputing the death toll from another catastrophic storm. Mr. Trump stated (on Twitter, naturally) that 6 to 18 people died from Hurricane Maria last year, rejecting the Puerto Rican government analysis that the storm killed nearly 3,000. He blamed Democrats for padding the death toll “in order to make me look as bad as possible.” As we’ve seen, if Mr. Trump feels his record is being attacked, he hits back ten times harder. But there are exaggerations, distortions and false statements. Erasing thousands of tragic deaths falls into another category entirely. It’s really hard to assess the number of people who die from a storm that has a devastating impact on fundamental needs like water, electricity and medical care. If a bedridden person on a respirator dies because there’s no power for their machine, is that a storm-related death? "
1671,"Acknowledging that the separation of migrant families along the southwest border may have compromised their right to seek asylum, the federal government has agreed to allow a second chance for up to 1,000 migrants who had been facing deportation. In a settlement announced Thursday, lawyers for the government said that parents whose children were taken from them under the administration’s “zero-tolerance” border enforcement policy will again be able to make a case for asylum. They can also remain in the United States while their children pursue their own asylum cases. Lawyers for immigrants challenging the thousands of family separations carried out along the border this spring had argued that losing their children had left parents too distraught to adequately make a case for asylum status. The asylum process can be grueling, often requiring lengthy interviews and documentary evidence. As a result, the lawyers said, many of the parents’ claims had been speedily denied. “It’s an implicit recognition that they did wrong by these families in denying them meaningful access to the asylum system, and that wrong is now going to be made right,” said Simon Y. Sandoval-Moshenberg, legal director of the Immigrant Advocacy Program at the Legal Aid Justice Center, who represented the plaintiffs. The Trump administration stopped separating families along the border in June, but by then, thousands of children had been taken from their parents under the “zero tolerance” policy, under which the government sought to criminally prosecute all migrants who entered the United States without permission. Since then, families that were separated under the policy have launched an onslaught of legal challenges over how it affected their legal rights and emotional well-being. This latest settlement, filed late Wednesday, applies to three of the ongoing cases that have been consolidated under Judge Dana M. Sabraw in San Diego. "
1672,"This week on the right-wing site Breitbart News, a video surfaced of one of Google’s weekly “T.G.I.F.” meetings, where employees and the leadership engage in heated debates over everything from healthier snack stations to the election of Donald Trump. Breitbart News described the 2016 video as a “smoking gun” because it showed Sergey Brin, the Google co-founder, telling everyone how he felt about the new leader of the free world. Spoiler: Not good. “Myself, as an immigrant, as a refugee, I certainly find this election deeply offensive, and I know many of you do, too,” he said in his flat, nasal voice. He was obviously rattled, as were the other top Google executives on stage with him. “I think it’s a very stressful time, and it conflicts with many of our values.” Conservatives who have been spreading the canard that social media companies oppress their views — a drum Mr. Trump has himself been banging on lately — seized on the video as proof of Google’s bias. But it should not have shocked anyone to find that Mr. Brin, a Russian exile who built the quirkiest of companies on the planet, is no fan of the president. Responding to the attack on its motives, a Google spokeswoman said, “Nothing was said at that meeting, or any other meeting, to suggest that any political bias ever influences the way we build or operate our products.” "
1673,"Sol Wachtler, a former chief judge of the New York State Court of Appeals, once famously remarked that grand juries were so easily swayed that they would “indict a ham sandwich” if a prosecutor requested it. Many times, there is truth to this. But an indictment does not end the process of determining guilt or innocence. It begins it. Following indictment, criminal defendants can question the validity of the charges, the methods used to acquire the evidence and the evidence itself. They can seek to dismiss a criminal indictment and, if unsatisfied with the ruling, appeal it all the way to the Supreme Court. The grand jury system has been employed in hundreds of thousands of cases involving all manner of crimes committed by all manner of people. All, that is, except one: the president. No grand jury has ever indicted a president, and consequently no court, let alone the Supreme Court, has ruled on the critical question of whether the Constitution allows a president to be indicted while in office. Legal scholars have opined on both sides of the issue, and Department of Justice attorneys have drafted memorandums arguing against indicting a sitting president. But none of these analyses establish definitive rules of law. It is time to clarify the issue. Provided there is sufficient evidence to support an indictment of President Trump — and there are many indications that there is — the special counsel, Robert Mueller, who is investigating possible Russian interference in the 2016 election, and prosecutors from the United States Attorney’s Office for the Southern District of New York, who are investigating payments to my client, Stormy Daniels, and Karen McDougal, should present their evidence to grand juries. Those jurors, citizens of our communities, should then determine whether the evidence supports an indictment of Mr. Trump. The fact that Mr. Trump is a sitting president should not derail a process that applies to all Americans, regardless of stature or station. He would still have the post-indictment relief available to all citizens, including the ability to challenge the constitutionality of the indictment. Some also argue that indicting the president would critically impair his ability to lead the country. But this is a White House already engulfed in chaos and daily distractions. And if the House were to initiate impeachment proceedings, it is hard to see how that process would be any less distracting than a criminal indictment. "
1674,"AMERICA
The Farewell Tour
By Chris Hedges
388 pp. Simon & Schuster. $27. Chris Hedges is a bundle of contradictions and so too is his new book, “America: The Farewell Tour.” As a New York Times reporter covering the Middle East, Hedges won praise from all quarters. The conservative Christopher Caldwell wrote in a 2002 review of an earlier Hedges book, “War Is a Force That Gives Us Meaning,” that Hedges “has proved a correspondent of unusual bravery, stubbornness and independence. By going AWOL from the U.S. military’s press pool during the gulf war, he became one of the few eyewitnesses to American-Iraqi gunfights. He was among the rare big-time reporters to cover the Kosovo War as a war and not a morality play. His remorseless chronicling of the criminality and thuggery of our allies in the Kosovo Liberation Army is one of the high points of post-Vietnam War journalism.” At the same time, Caldwell was on to a problem: Hedges’ “tone is often marked by an argument-foreclosing condescension.” “Is this moral reflection,” Caldwell asked, “or moralistic preening?” In his current book, Hedges raises provocative questions. Has the destructive aspect of capitalism reached a tipping point? Are drug abuse, pornography and gambling emblematic of a free market run amok? Are the vacant shells of cities like Scranton, Dayton, Buffalo, Youngstown and Cleveland the inevitable consequences of an economy based on greed? Hedges’ answer consists of a grim doubling down. “The American Empire is coming to an end,” he writes. “The death spiral appears unstoppable, meaning the United States as we know it will no longer exist within a decade or, at most, two.” "
1675,"WASHINGTON — It was the summer of 1986, and Paul Manafort, then a top-tier Washington lobbyist, counted no fewer than 10 foreign governments and political groups as clients. He directed American media campaigns for them, met with officials in the White House, State Department and Congress on their behalf and strategized about how to sway United States policy toward their interests. What he did not do was disclose much of his activity to the Justice Department, as required by the Foreign Agents Registration Act, the law governing lobbying for foreign interests. Federal investigators confronted him about those omissions, ordered him to correct his filings and warned him not to repeat the same mistakes. Thirty-two years later, Mr. Manafort’s undisclosed work for foreigners is in investigators’ cross hairs again. This time, they are being far less forgiving. In a criminal trial scheduled to begin Monday, federal prosecutors planned to argue that for nine years starting in 2005, Mr. Manafort ran a lobbying campaign in Washington on behalf of pro-Russia political forces in Ukraine without disclosing his activities to the Justice Department as required. When confronted, the indictment alleges, he lied to department officials. If a jury agrees, those crimes could substantially add to prison time Mr. Manafort already faces from his conviction on  bank and tax fraud charges by a federal jury in Northern Virginia last month. He also faces charges of obstruction of justice and money laundering, but hiding and lying about his lobbying work is at the heart of the indictment. "
1676,"WASHINGTON — The senior Democrat on the Senate Judiciary Committee referred information involving Judge Brett M. Kavanaugh, President Trump’s nominee to the Supreme Court, to federal investigators on Thursday, but the senator declined to make public what the matter involved. Two officials familiar with the matter say the incident involved possible sexual misconduct between Judge Kavanaugh and a woman when they were both in high school. They spoke anonymously because they were not authorized to discuss the matter. The statement by Senator Dianne Feinstein of California came a week before the Judiciary Committee is to vote on his nomination. “I have received information from an individual concerning the nomination of Brett Kavanaugh to the Supreme Court,” Ms. Feinstein said in a statement. “That individual strongly requested confidentiality, declined to come forward or press the matter further, and I have honored that decision. I have, however, referred the matter to federal investigative authorities.” The information came in July in a letter, which was first sent to the office of Representative Anna Eshoo, Democrat of California, and accuses the judge of sexual misconduct toward the letter’s author, a person familiar with the letter confirmed. Ms. Feinstein, who received the letter from Ms. Eshoo’s office, informed fellow Democrats on the Judiciary Committee about its existence and its contents on Wednesday evening but did not share the letter itself. Several Democrats advised her to take its claims to the F.B.I., and others pressed for it to become public. In addition to criminal investigations, the F.B.I. conducts background checks on all major government appointees, including Supreme Court nominees. The F.B.I. said in a statement on Thursday that it had received Ms. Feinstein’s referral and included it in Judge Kavanaugh’s background file. A bureau official also said that no criminal investigation had been opened related to the matter. "
1677,"THE HAGUE — In a city that symbolizes international peace and justice, the ambassador from Burundi has had a lonely job. As her government faces accusations of murder, rape and torture, she has made the unpopular argument that the International Criminal Court should butt out. The ambassador, Vestine Nahimana, says the court is a politicized, unchecked intrusion on Burundi’s sovereignty. “It’s difficult,” Ms. Nahimana said in an interview here. “In a way, we’ve been isolated.” No longer. Her critiques echo those of warlords and despots whose arguments have long been dismissed by the West. But Burundi’s position got a powerful voice of support this week from President Trump, whose national security adviser, John R. Bolton, declared the international court “ineffective, unaccountable, and indeed, outright dangerous,” and threatened sanctions against the court’s prosecutors and judges who pursued cases against Americans. “We can only rejoice that another country has seen the same wrong,” Ms. Nahimana said. “Perhaps this will be a message that the sovereignty of a country must be respected, in the U.S. and in other countries. That’s also what the White House asks.” For the Trump administration, Mr. Bolton’s speech was the latest example of disdain for global organizations and — in this case — taking the same side as strongmen and dictators. But for the International Criminal Court, a relatively young institution, the new White House policy of open hostility comes at a perilous time. The court, which opened in 2002, was envisioned as the world’s permanent judicial body for cases of war crimes, genocide and other crimes against humanity. But a former prosecutor has faced accusations of corruption, and the court’s record has been spotty. Only eight people have been convicted and other cases have collapsed or been withdrawn. The most significant conviction, the war-crimes case against the former Congolese vice president Jean-Pierre Bemba, was overturned because of legal errors. "
1678,"The Balkans remains in strategic limbo. Kosovo declared independence from Serbia 10 years ago, but Serbia has yet to come to terms with its loss — refusing to recognize Kosovo and stirring trouble between the country’s ethnic Serbs and the ethnic Albanian majority. Almost two decades after the NATO bombing campaign to drive Yugoslav forces from Kosovo, some 4,000 NATO troops remain there to keep the peace. A breakthrough may now be in the making. It is a morally offensive one, but nonetheless the United States and the European Union should get behind it. President Aleksandar Vucic of Serbia and President Hashim Thaci of Kosovo are apparently working on a proposal to engage in a land swap that could bring the simmering conflict to an end. Northern Kosovo, which is populated mainly by ethnic Serbs and borders Serbia, would be transferred to Serbia. In return, a to-be-determined chunk of Serbia’s Presevo Valley, which is heavily populated by ethnic Albanians and borders Kosovo, would become part of Kosovo. This swap is effectively a peaceful form of ethnic cleansing. Still, it is the right thing to do. Pragmatism needs to trump principle in this case to secure a deal that promises to bring a close to the years of bloodshed and border changes that have resulted from the collapse of Yugoslavia. The proposed land swap has been lurking in the background since the early days of Kosovo’s independence. But it has gone nowhere in part because the United States and the European Union have adamantly opposed it. True to form, Chancellor Angela Merkel of Germany recently said that “the territorial integrity of the states of the Western Balkans has been established and is inviolable.” Backing up Ms. Merkel, dozens of prominent scholars and policymakers on both sides of the Atlantic have signed an open letter condemning the proposal and imploring the United States and the European Union to oppose “a return to ethnification of polities and frontiers.” "
1679,"With just under two months until the midterms, the races that seem likely to decide control of Congress remain strikingly close, according to a first wave of New York Times Upshot/Siena College polls. To take over the House, Democrats need to wrest at least 23 individual districts from Republican control. We’ve started surveying dozens of the most competitive districts and have finished polls in nine: seven tossup districts and two districts that lean Republican, according to the Cook Political Report. In the seven tossup races, the result was within one point in five of them, though Democrats claimed a nine-point lead in Minnesota’s Third, where the incumbent, Erik Paulsen, trailed the Democrat, Dean Phillips, 51 percent to 42 percent. Republicans had an eight-point polling lead in each of the two races thought to lean Republican. A close race in these contests is no surprise. Indeed, we asked Dave Wasserman of the Cook Political Report for his expected results in these races, before we conducted the survey. On average, neither the Democrats nor the Republicans did better than expected. The Cook Political Report characterizes the Democrats as “substantial favorites to win control.” Still, at this stage, there’s little hard evidence indicating that either party has claimed a clear and consistent edge. "
1680,"WASHINGTON — The presidential playbook during times of disaster is pretty well established by now: Consult with emergency officials (and be seen doing so). Express concern for those affected (on camera). Assure the public that the government is ready for whatever comes (whether it is or not). But once again, President Trump has rewritten the playbook as Hurricane Florence blows through the Carolinas. While delivering forceful messages of warning and reassurance, Mr. Trump has also been busy awarding himself good grades for past hurricanes and even accusing opponents of inventing a death toll “to make me look as bad as possible.” At a time when even Mr. Trump acknowledged that the focus should be on millions of Americans in the path of the storm, the always-about-me president could not restrain himself for long. Angry at criticism of his response to Hurricane Maria in Puerto Rico last year, he denied on Thursday that nearly 3,000 people had died, falsely calling it a made-up number by Democrats out to get him. [Fact Check: Democrats had nothing to do with the increase in the death toll in Puerto Rico.] His defiant rejection of the widely accepted count infuriated the island’s leadership and even some Republican leaders in Congress. But it was hardly the first time Mr. Trump has dismissed consensus facts that do not fit his narrative. Mr. Trump’s version of his presidency is one of unmatched, best-in-history victory after victory, never mind what history may say. What the people of Puerto Rico considered a calamity, he saw as an “incredible unsung success.” “He pushes back against the data on deaths, not because he’s upset by the loss of nearly 3,000 lives but because he’s terrified of responsibility, failure and blame,” said Michael D’Antonio, a Trump biographer. “Were someone else president, Trump would be the first to tweet an attack on an administration that struggled the way his did after Maria. Now he imagines that others will attack him, so he’s acting first.” Ever since the storm, Mr. Trump has pushed back against criticism that his administration was slow to respond to Puerto Rico, where the distribution of supplies, gas and food lagged and power outages lasted for months, particularly compared with a swift and efficient response to an earlier hurricane that hit Texas. It was six days after Hurricane Maria hit the island before Mr. Trump pledged to go there, even as he traveled to Texas four days after Hurricane Harvey made landfall. Full power was  restored to homes only in August, nearly a year after the storm. "
1681,"Good morning. (Want to get California Today by email? Here’s the sign-up.) Apple threw its annual iPhone bonanza at the company’s sleek $179 million Steve Jobs Theater, adjacent to its new spaceship campus in Cupertino. The event is Apple’s chance to show off new iPhones that are typically faster, bigger — and more expensive. Indeed, the company followed its usual playbook: Its new phones are faster, bigger and more expensive. The new entry-level phone, the iPhone XR, starts at $750 while the iPhone XS Max, its biggest, most powerful iPhone yet, costs $1,450 with all the bells and whistles. (Yes, the iPhones’ names are getting more confusing: The new flagship iPhone XS is not pronounced “iPhone Excess,” but rather “iPhone Tennis.”) Apple also unveiled a new Apple Watch that comes with an F.D.A.-approved electronic heart monitor, which could prove to have big implications for health care — and the device’s sales. Over all, the event is a dog-and-pony show for Apple to show off its technological advances. While many of the biggest tech companies now hold major annual conferences and product launches, there is nothing like an Apple event in the world of business. There were fancy finger sandwiches, a cheering audience and a few celebrities. What were the actor Jon Hamm and the model Karlie Kloss doing at the event? Good question. I spotted President Barack Obama’s presidential photographer, Pete Souza, signing a book for a fan. Also sighted: Marissa Mayer, the former chief executive of Yahoo, who hasn’t been spotted as frequently around Silicon Valley since she helped sell the internet pioneer to Verizon last year. [Read more here about how Apple is now evolving its smart watch into a clearly health-related device.] "
1682,"This article is part of the Opinion Today newsletter. You can sign up here to receive the newsletter each weekday. There isn’t a lot of good news coming out of the federal government these days. But we got some yesterday. The Food and Drug Administration announced it was cracking down on the epidemic of electronic-cigarette use by teenagers. The agency took a range of actions against manufacturers and retailers to reduce youth e-cigarette use and threatened to do more in the coming months. It’s about time. The rise of electronic cigarettes has always brought one huge potential benefit and one huge downside. If every adult smoker of traditional cigarettes switched to the electronic form, the public-health benefits would be enormous since e-cigarettes are much less damaging. Yet they are still damaging. They contain nicotine and are addictive. They have the potential to increase diabetes and lung disease, impair brain development and encourage other forms of drug addiction, as John Ross of Harvard Medical School explains. The worst thing about e-cigarettes is that they appeal to young people who otherwise probably wouldn’t have taken up smoking. This isn’t an easy area for regulators to get right. Cracking down too aggressively on e-cigarettes may lead to more smoking — including among the young. Going too easy on e-cigarettes may create a new generation of nicotine addicts. "
1683,"When it comes to the last presidential election, the past is still not over. That much is clear in “American Chaos,” a documentary whose maker caught a whiff of Donald J. Trump’s early momentum and set out to interview some of his supporters in the months before Nov. 8, 2016. That filmmaker, James D. Stern, was perplexed by a growing number of people backing Mr. Trump. Camera in hand, he spoke with Cuban immigrants in Florida, coal miners in West Virginia, a rancher in Arizona and others, at least one of whom said he twice voted for Barack Obama. Mr. Stern attended the Republican National Convention, and returned to Florida for election night. It was a prescient plan. Mr. Stern, a longtime Democrat, vowed to listen closely, and he seems to have kept his word. Though he doesn’t mask his expressions — usually astounded, though never mocking — he’s a genial interviewer, empathic, he says, even if he can’t be sympathetic. Most frequently, his interviewees voice disdain for a system they feel isn’t working for them. If, like Mr. Stern, you can’t fathom voting as they did, it’s possible to at least understand some of their emotions. (Though perhaps not those people whom we hear denying the facts of climate change, or those whose hatred of Hillary Clinton veers toward the pathological.) Ultimately, “American Chaos” does little more than recap what’s already been said over the past two years. Yet like “11/8/16,” another recent documentary about the election, it gives a voice to many who are routinely ignored. “Passion beats pragmatism,” Mr. Stern says, summing up what he sees on his travels. Indeed, the message here is the same for both sides, for elections to come: Those who harness that passion gain the power. "
1684,"So it’s all over but the voting. I’m writing this column on the assumption that Judge Brett Kavanaugh will soon be Justice Kavanaugh, despite the Democrats’ continuing efforts to convert a futile battle over ideology into an ugly one over transparency and ethics. By the first Monday in October or soon thereafter, the Roberts court version 5.0 (accounting for the earlier arrival of Justices Samuel Alito, Sonia Sotomayor, Elena Kagan and Neil Gorsuch since Chief Justice John Roberts took his seat in September 2005) will be underway. What then? Most answers to the “What then?” question have offered side-by-side comparisons of Brett Kavanaugh and the justice he will be succeeding, Anthony Kennedy. What part of Justice Kennedy’s 30-year legacy will he embrace? What part will he repudiate? I’d like to shift the field of vision and consider the impact of Judge Kavanaugh’s arrival on the eight other justices — on the dynamic of the Supreme Court as a whole. Justice Byron White, who saw 13 new justices take their seats during his own 31-year tenure, once remarked that every time a new justice joins the court, “it’s a different court.” On one level, that’s a truism: In a group of people as small as nine, it’s hardly a surprise that the departure of one and arrival of another would alter some established patterns, even beyond a measurable shift in the group’s ideological midpoint. But it seems to me that Justice Kennedy’s departure and his replacement by a justice reliably to his right could well be transformative, and not just because the right to abortion may lose its tenuous hold or because the sun may finally set on affirmative action. “Transformative” is a strong word. But consider the sustained impact that Justice Kennedy’s position in the center of the court had on colleagues both to his left and to his right. An odd-numbered court always has a center, of course, a “median justice,” in the language of political science. But Justice Kennedy was not just any median justice, and the court during the 12 years that he occupied that position after Justice Sandra Day O’Connor’s retirement was not a typical Supreme Court. "
1685,"Conservatives argue that California’s liberal politics have failed. They point out that by one key measure the state now has the highest poverty rate in the nation and they argue that its liberal minimum wage and restrictive housing codes have more than a hundred thousand people homeless, more than a million unemployed and millions more stuck on the bottom rungs of the socioeconomic ladder. Liberals see a dynamic California where wealth generated by Hollywood and an immigrant-rich high tech industry, in concert with a top university system, has fueled a politically dominant Democratic coalition of Hispanics, Asians, blacks and whites steadily moving millions of people up from where they started. “This is a topsy-turvy debate,” Jonathan Rodden, a political scientist at Stanford, told me by email. “The left celebrates California’s rapid growth while turning a blind eye to its inequality. The right decries poverty and inequality while discounting rapid economic growth.” The dispute raises three basic questions. Does multicultural California, firmly under the political control of the Democratic Party, a state that taxes and spends at higher rates than most of the country, represent the future of the nation? In California, both the sales tax and the tax rate applied to the wealthy are the highest in the nation; per capita state and local spending are the sixth highest. At the same time, the $2.7 trillion California economy is the fifth largest in the world, behind the United States, China, Japan and Germany, but bigger than the United Kingdom or France. Can the contemporary Democratic Party in California fairly address the divergent interests of an exceptionally affluent high-tech elite and a diverse population that is 39.1 percent Hispanic, 37.2 percent white, 15.2 percent Asian and 6.5 percent African-American? Are the huge disparities in income, education, housing and wealth inevitable in a state that is simultaneously home to hugely profitable high-skill industries and a surging minority population, many of them low-skilled immigrants? "
1686,"[Update, Nov. 5: Election Day is Tuesday. Before you vote, get up to speed with 10 of our best reads.] It’s Primary Day in New York, and polls in and around the city are open until 9 p.m. (Yes, we’re the only state to have two primaries this year. The midterm election is Nov. 6.) Since there are only a few hours left to cast a ballot, here’s a cheat sheet on what you need to know as you head out to vote. Where can I vote? Find your polling place here. What offices am I voting for? This time around we’re voting in primaries for statewide offices: governor, lieutenant governor, attorney general and comptroller. All 63 seats in the State Senate and all 150 seats in the State Assembly are up for election. In New York City, we’re also voting for city civil court judges. If you want to see what’s on your ballot before you get into the booth, Ballotpedia offers sample ballots. What if I have problems voting? Some New Yorkers took to Twitter on Thursday to report that names were missing from voter rolls. Eric Phillips, a spokesman for Mayor Bill de Blasio, wrote that Mr. de Blasio’s son, Dante, was told he had to use a provisional ballot. "
1687,"(Want to get this briefing by email? Here’s the sign-up.) Good morning. Here’s what you need to know: • Population levels at federally contracted shelters for young immigrants have shot up more than fivefold since last summer, to the highest level ever recorded, according to data obtained by The Times. There were 12,800 migrant children in custody this month. Some of those who work in the shelter network say bottlenecks are straining both the children and the system that cares for them. In a recent note to Congress, the White House said it intended to pay Mexico $20 million to deport as many as 17,000 people who are in that country illegally. • Separately, government data showed that the foreign-born population in the U.S. had reached its highest share since 1910, with Asians representing the largest group. • As the outer edges of the storm began arriving in the Carolinas, officials warned of fierce winds and flooding ahead, storm surges up to 13 feet and the possibility of widespread power failures. "
1688,"The Trump administration has made clear that its top priority in the Middle East is to thwart Iran’s nuclear and regional ambitions. So why is it so reluctant to lift a finger against Tehran’s most audacious gambit in Syria? That gambit is the reconquest, by Syrian dictator Bashar al-Assad and his Iranian and Russian allies, of Idlib Province, the last major rebel holdout in western Syria and home to about three million people. A humanitarian catastrophe is expected to follow, entailing mass casualties and another tidal wave of refugees. By now, the strategic consequences should also be obvious. Iran will have succeeded in consolidating a Shiite crescent stretching from Bandar Abbas on the Persian Gulf to the Bekaa Valley in Lebanon. Russia will have succeeded in reasserting itself as a Mideast military victor and diplomatic power broker. Hezbollah, already the dominant political player in Lebanon, will further extend its influence in Syria. As for Assad, he will have shown that the community of civilized nations will, in fact, let you get away with murder. And with using prohibited chemical weapons. And with decimating your own people by means of barrel bombs, mass torture and food blockades. The losers in this equation: Turkey, already groaning under the pressure of millions of Syrian refugees and a crumbling economy; Israel, whose repeated strikes against Iranian targets in Syria have dented but not denied Tehran’s ambitions; Europe, which could face yet another refugee crisis even as the effects of the last are felt in the resurgence of the far right; and the Syrian people, terrorized witnesses to the marriage of wickedness and indifference. And then there’s the United States, where two administrations have now allowed the Syrian crisis to become depressing testimony to the worthlessness of our word, the fickleness of our friendship and hollowness of our values. Donald Trump, loudly billing himself as Barack Obama’s opposite in every respect, has effectively adopted his predecessor’s worst foreign policy mistake. "
1689,"North Carolina’s coastal communities began feeling the wrath of Hurricane Florence on Thursday, a storm that could be the worst to hit the region in a generation. The assault of wind and rain is expected to last through the weekend and well into next week. The storm is packing powerful winds of up to 90 miles per hour as it approaches the coast, driving a storm surge that could reach 11 feet in places. Inland residents are bracing for rainfall that is being forecast in feet, not inches, with the potential for catastrophic flash flooding. Here are the latest developments: • The center of the storm was about 30 miles east of Wilmington, N.C., at 4 a.m. Friday, with tropical-storm-force winds spreading across the Outer Banks and the southeastern coast of North Carolina. The National Hurricane Center said the storm, which has begun to slow and is now a Category 1 hurricane, was likely to maintain its intensity until its eye made landfall early Friday. • The cloud coverage from the storm, an indication of its size, is as large as the Carolinas. • The storm is forecast to crawl inland, drenching a wide area with extremely heavy rains — 20, 30 or even 40 inches of rainfall are predicted in some spots on the Carolina coast. Places as far inland as Charlotte, about 150 miles from the coast, could receive more than 10 inches of rain. Learn more about why slow-moving hurricanes are so dangerous. • More than 180,000 people are already without power in North Carolina, state officials said, and the number is expected to rise. The major power supplier for North and South Carolina, Duke Energy, warned that up to three million customers across the two states could lose power. • The authorities made last-ditch efforts to get everyone out of harm’s way. In South Carolina, Gov. Henry McMaster said about 421,000 state residents had evacuated. But some hurricane holdouts who have never fled a storm were determined to stay. Read why they’re staying put. "
1690,"A German theater production that invited audiences in China to voice their complaints about society has been canceled over fears of what they might say. The Schaubühne Berlin company was due to perform “An Enemy of the People,” a 19th-century play by the Norwegian playwright Henrik Ibsen, in Nanjing on Thursday and Friday. But the shows were abruptly canceled after members of the audience in Beijing last week shouted criticisms of their authoritarian government. The theater in Nanjing that was to host the play cited “technical problems,” including a hole in the stage, Tobias Veit, the Schaubühne’s executive director, said in a telephone interview. But Mr. Veit said the real reason for the cancellation appeared to be that the theater managers deemed the play, first performed in 1883, too risky given the audience comments in Beijing. “People were saying things like, ‘The biggest problem in China is the question of free speech,’ and things about economic scandals, corruption and how the press is not revealing the truth,” Mr. Veit said. “We thought they might not speak openly, but they did and actually talked about the political and social issues in China.” After that first show on Sept. 6 at the National Center for the Performing Arts, an egg-shaped landmark in central Beijing, the venue’s management called a meeting with Mr. Veit and his colleagues, and asked them to cut the part where the audience is given a chance to voice grievances. "
1691,"Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recommendations straight to your inbox. As the Eastern Seaboard braced for Hurricane Florence, many late-night hosts said they were worried about President Trump’s ability to respond to the storm. Speaking to reporters on Tuesday, Trump was characteristically short on details about his plans. But he did warn that Florence would be “tremendously big and tremendously wet.” Trump added that he thought he had done an excellent job handling Hurricane Maria in Puerto Rico last year, but said that “nobody would understand that.” Noah pushed back, reminding viewers that 3,000 people had died as a result of Maria, and that it took almost a year for power to be restored to parts of the island. On “The Daily Show,” Stephen Colbert said the president’s point about Maria was indeed hard to “understand.” As the debate over Trump’s trade policy continues, Jimmy Kimmel played video from speeches in which the president insisted that American companies hire American workers. Then Kimmel said that seemed hypocritical, given the president’s track record as a business owner. [Make sense of the people, issues and ideas shaping the 2018 elections with our new politics newsletter.] "
